gender,languages_selected,education_level,major_field_of_study,cgpa,current_year,current_semester,experties_major_gpa,experties_suggest_career,student_programming_learned,mind_stress_management,learning_style,student_expectation,preferred_work_environment,work_life_balance,internship_experience,real_world_projects_completed,certifications
female,"english, sinhala, tamil",bachelor's degree,cyber security,3.15,4,2,2.34,Security Engineer,"Encryption, Cloud Security, IAM, Firewalls",moderate,visual,data scientist,hybrid,excellent,no,1,none
male,"english, sinhala",bachelor's degree,data science,3.36,4,2,2.83,Information Security Analyst,"Networking, SIEM, Compliance, Incident Response",excellent,visual,security engineer,onsite,excellent,no,8,cisco
male,sinhala,bachelor's degree,information technology,2.71,2,1,3.9,Network Engineer,"Routing, VPN, Switching, Firewalls",moderate,visual,devops engineer,remote,poor,yes,4,azure
male,"english, sinhala, tamil",bachelor's degree,software engineering,2.63,3,1,3.92,System Administrator,"Windows Server, Active Directory, Virtualization, Networking",low,visual,devops engineer,onsite,poor,no,12,none
male,english,bachelor's degree,cyber security,2.31,2,2,3.56,IT Support Engineer,"Ticketing Tools, Windows, Active Directory, Troubleshooting",moderate,auditory,software engineer,hybrid,poor,yes,9,azure
female,english,bachelor's degree,software engineering,3.14,1,1,2.94,Hardware Engineer,"Circuit Design, Embedded C, Arduino, Electronics",moderate,auditory,devops engineer,onsite,poor,yes,6,cisco
female,"english, sinhala",bachelor's degree,software engineering,2.38,3,2,2.69,QA Engineer,"API Testing, Test Cases, Manual Testing, Jira",low,visual,devops engineer,hybrid,excellent,yes,11,google
female,"english, sinhala",bachelor's degree,computer science,3.4,1,2,3.14,Software Tester,"Test Plans, SQL, Bug Tracking, Manual Testing",low,visual,software engineer,hybrid,average,yes,3,none
female,"english, sinhala, tamil",bachelor's degree,information technology,3.54,1,2,3.25,Automation Test Engineer,"Java, TestNG, CI/CD, Cypress",moderate,visual,software engineer,remote,excellent,no,7,aws
male,"english, sinhala",bachelor's degree,software engineering,3.49,1,1,2.56,UI Designer,"Adobe XD, Photoshop, Color Theory, Figma",excellent,visual,security engineer,hybrid,poor,yes,0,cisco
male,tamil,bachelor's degree,software engineering,3.95,1,1,3.18,UX Designer,"User Research, Psychology, Figma, Wireframing",excellent,visual,systems analyst,onsite,average,yes,12,azure
female,"tamil, english",bachelor's degree,information technology,3.17,4,1,3.52,Product Designer,"Figma, Design Systems, User Flow, UI Design",excellent,kinesthetic,data scientist,remote,poor,no,1,azure
male,"english, sinhala, tamil",bachelor's degree,data science,2.9,4,1,2.3,Blockchain Developer,"Solidity, Node.js, Web3.js, Cryptography",low,kinesthetic,security engineer,onsite,poor,yes,1,aws
male,tamil,bachelor's degree,data science,2.43,3,1,2.33,IoT Engineer,"Arduino, Raspberry Pi, Cloud Integration, MQTT",moderate,visual,software engineer,onsite,excellent,no,5,cisco
female,"english, sinhala, tamil",bachelor's degree,data science,3.75,2,2,3.29,Embedded Systems Engineer,"Electronics, RTOS, IoT, PCB Design",excellent,visual,systems analyst,remote,excellent,yes,0,google
male,"sinhala, tamil",bachelor's degree,cyber security,2.83,2,1,2.93,AR/VR Developer,"Blender, C#, 3D Modeling, Unreal Engine",excellent,visual,data scientist,remote,excellent,yes,0,google
female,sinhala,bachelor's degree,data science,2.47,3,1,3.15,SEO Specialist,"Content Strategy, Google Analytics, Keyword Research, HTML",excellent,kinesthetic,security engineer,onsite,poor,no,10,none
female,tamil,bachelor's degree,cyber security,3.82,2,2,3.99,IT Support Specialist,"Windows, Hardware, Ticketing Systems, Troubleshooting",low,kinesthetic,data scientist,remote,poor,yes,3,azure
female,tamil,bachelor's degree,computer science,3.05,1,1,2.5,Software Engineer,"Python, OOP, Spring Boot, SQL",low,auditory,devops engineer,remote,average,no,5,azure
female,"tamil, english",bachelor's degree,computer science,3.0,4,2,2.63,Full Stack Developer,"MongoDB, Node.js, JavaScript, REST API",moderate,kinesthetic,systems analyst,onsite,poor,no,7,aws
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.7,2,2,2.92,Frontend Developer,"HTML, CSS, React, JavaScript",excellent,auditory,security engineer,remote,poor,no,3,azure
male,tamil,bachelor's degree,computer science,2.27,2,2,3.97,Backend Developer,"Java, Node.js, Spring Boot, Microservices",moderate,kinesthetic,software engineer,remote,excellent,yes,1,cisco
male,"english, sinhala",bachelor's degree,computer science,2.61,4,1,2.36,Web Developer,"PHP, MySQL, JavaScript, CSS",excellent,kinesthetic,data scientist,remote,excellent,no,5,azure
female,"english, sinhala, tamil",bachelor's degree,computer science,3.67,1,1,3.14,Mobile App Developer,"Java, REST API, Kotlin, Swift",excellent,kinesthetic,systems analyst,remote,average,yes,5,aws
male,"english, sinhala, tamil",bachelor's degree,cyber security,2.7,2,1,2.65,Data Scientist,"Pandas, Python, Machine Learning, NumPy",moderate,kinesthetic,qa engineer,onsite,average,yes,3,cisco
male,tamil,bachelor's degree,software engineering,3.62,3,1,2.61,Data Analyst,"Data Visualization, Python, Excel, Statistics",moderate,kinesthetic,security engineer,onsite,excellent,no,2,cisco
female,english,bachelor's degree,information technology,2.11,1,2,2.71,Machine Learning Engineer,"Deep Learning, NumPy, TensorFlow, Scikit-learn",moderate,auditory,devops engineer,hybrid,poor,yes,8,aws
male,"english, sinhala",bachelor's degree,data science,3.75,2,2,3.75,AI Engineer,"LLMs, PyTorch, TensorFlow, NLP",low,auditory,devops engineer,hybrid,average,yes,7,none
female,"tamil, english",bachelor's degree,software engineering,3.92,2,2,2.27,BI Developer,"DAX, SQL, Tableau, Excel",low,kinesthetic,qa engineer,hybrid,excellent,no,11,google
male,"sinhala, tamil",bachelor's degree,data science,2.9,4,1,3.75,DevOps Engineer,"Kubernetes, AWS, Jenkins, CI/CD",excellent,auditory,security engineer,onsite,average,no,11,aws
female,"sinhala, tamil",bachelor's degree,computer science,3.5,3,1,3.68,Cloud Engineer,"Azure, Terraform, Docker, Kubernetes",excellent,auditory,security engineer,hybrid,average,yes,2,azure
female,tamil,bachelor's degree,information technology,3.14,1,1,2.94,Cloud Architect,"Security, Networking, IaC, Microservices",excellent,kinesthetic,security engineer,onsite,poor,yes,7,google
female,sinhala,bachelor's degree,information technology,3.28,3,2,3.95,Cybersecurity Analyst,"Python, Linux, Networking, Firewalls",low,kinesthetic,data scientist,onsite,excellent,no,9,cisco
female,"tamil, english",bachelor's degree,software engineering,2.11,2,2,3.52,Ethical Hacker,"Kali Linux, Metasploit, Python, Nmap",excellent,kinesthetic,devops engineer,hybrid,average,no,12,azure
female,"english, sinhala, tamil",bachelor's degree,cyber security,3.78,1,1,3.92,Security Engineer,"Firewalls, SIEM, Linux, Cloud Security",moderate,visual,devops engineer,hybrid,average,yes,2,aws
male,"english, sinhala",bachelor's degree,cyber security,2.43,3,1,3.29,Information Security Analyst,"Compliance, Networking, SOC Tools, Risk Assessment",excellent,visual,data scientist,remote,average,no,5,google
male,english,bachelor's degree,data science,3.6,4,1,2.8,Network Engineer,"Switching, VPN, Routing, Cisco",moderate,visual,devops engineer,hybrid,poor,yes,9,azure
female,"english, sinhala",bachelor's degree,information technology,3.13,3,2,3.39,System Administrator,"Linux, Bash, Networking, Active Directory",moderate,visual,qa engineer,remote,average,yes,12,google
male,english,bachelor's degree,information technology,3.88,4,1,3.08,IT Support Engineer,"Hardware, Active Directory, Networking, Troubleshooting",low,auditory,data scientist,hybrid,average,yes,7,google
female,english,bachelor's degree,cyber security,3.68,3,1,3.65,Hardware Engineer,"Microcontrollers, Electronics, Circuit Design, Arduino",low,auditory,devops engineer,onsite,excellent,no,6,google
female,"sinhala, tamil",bachelor's degree,computer science,3.2,2,2,3.46,QA Engineer,"API Testing, Manual Testing, SQL, Test Cases",excellent,kinesthetic,qa engineer,remote,excellent,no,10,google
male,"tamil, english",bachelor's degree,computer science,3.34,1,1,2.3,Software Tester,"SQL, Manual Testing, Agile, Test Plans",moderate,auditory,qa engineer,hybrid,average,yes,5,google
female,tamil,bachelor's degree,software engineering,3.41,4,2,3.49,Automation Test Engineer,"Cypress, Python, CI/CD, Java",low,visual,data scientist,hybrid,average,no,0,azure
female,sinhala,bachelor's degree,computer science,4.0,1,2,2.47,UI Designer,"Adobe XD, Figma, Photoshop, Color Theory",moderate,auditory,devops engineer,hybrid,average,no,12,cisco
female,english,bachelor's degree,information technology,2.87,1,1,3.13,UX Designer,"Prototyping, Wireframing, Psychology, User Research",moderate,kinesthetic,systems analyst,hybrid,average,yes,0,azure
male,"english, sinhala",bachelor's degree,computer science,2.45,2,2,2.79,Product Designer,"UI Design, Design Systems, User Flow, UX Research",low,kinesthetic,qa engineer,onsite,poor,yes,5,cisco
male,tamil,bachelor's degree,information technology,3.32,4,2,3.34,Blockchain Developer,"Web3.js, Solidity, Node.js, Cryptography",moderate,kinesthetic,data scientist,hybrid,excellent,no,7,none
female,"english, sinhala, tamil",bachelor's degree,data science,2.85,4,1,2.44,IoT Engineer,"Cloud Integration, MQTT, Raspberry Pi, C/C++",moderate,auditory,software engineer,hybrid,average,yes,2,none
female,"english, sinhala",bachelor's degree,cyber security,3.54,2,1,2.65,Embedded Systems Engineer,"Electronics, IoT, Microcontrollers, RTOS",moderate,visual,qa engineer,hybrid,excellent,no,1,cisco
male,english,bachelor's degree,software engineering,3.49,2,2,2.38,AR/VR Developer,"Blender, XR SDKs, Unreal Engine, 3D Modeling",excellent,visual,data scientist,hybrid,average,yes,3,azure
female,english,bachelor's degree,information technology,2.9,2,2,3.43,SEO Specialist,"HTML, Keyword Research, SEO Tools, Google Analytics",moderate,visual,software engineer,remote,excellent,no,1,cisco
female,tamil,bachelor's degree,information technology,3.39,2,2,3.51,IT Support Specialist,"Active Directory, Ticketing Systems, Windows, Troubleshooting",low,kinesthetic,qa engineer,hybrid,average,no,0,google
female,"tamil, english",bachelor's degree,software engineering,2.97,4,2,2.34,Software Engineer,"SQL, Spring Boot, Java, Python",moderate,auditory,data scientist,remote,average,no,1,none
female,sinhala,bachelor's degree,computer science,3.02,1,2,2.84,Full Stack Developer,"REST API, React, Express, Node.js",moderate,kinesthetic,devops engineer,hybrid,excellent,no,0,cisco
female,"english, sinhala, tamil",bachelor's degree,computer science,3.71,2,2,2.24,Frontend Developer,"Tailwind CSS, React, TypeScript, JavaScript",moderate,auditory,software engineer,remote,poor,yes,5,azure
male,"sinhala, tamil",bachelor's degree,computer science,3.02,4,2,3.96,Backend Developer,"SQL, Microservices, Java, Node.js",excellent,visual,software engineer,onsite,poor,yes,6,none
male,english,bachelor's degree,computer science,2.81,4,1,3.05,Web Developer,"PHP, JavaScript, Bootstrap, CSS",low,auditory,software engineer,onsite,poor,no,12,google
male,"english, sinhala",bachelor's degree,data science,2.68,4,2,2.82,Mobile App Developer,"Firebase, Flutter, Kotlin, Java",excellent,kinesthetic,security engineer,remote,average,no,11,google
female,"english, sinhala, tamil",bachelor's degree,computer science,3.05,1,2,2.59,Data Scientist,"SQL, Tableau, Pandas, Python",low,auditory,systems analyst,hybrid,average,no,3,none
male,"english, sinhala, tamil",bachelor's degree,cyber security,3.77,3,1,3.35,Data Analyst,"SQL, Statistics, Excel, Power BI",low,kinesthetic,devops engineer,hybrid,poor,yes,1,none
female,sinhala,bachelor's degree,information technology,3.06,1,1,2.51,Machine Learning Engineer,"Pandas, TensorFlow, Python, Deep Learning",excellent,kinesthetic,qa engineer,hybrid,excellent,yes,9,none
male,english,bachelor's degree,software engineering,2.96,2,1,3.76,AI Engineer,"TensorFlow, Python, LLMs, Data Processing",low,auditory,systems analyst,remote,excellent,yes,3,google
female,sinhala,bachelor's degree,computer science,3.4,1,1,2.85,BI Developer,"ETL Tools, SQL, DAX, Tableau",low,kinesthetic,data scientist,remote,average,no,8,google
female,"english, sinhala, tamil",bachelor's degree,data science,2.44,3,1,3.55,DevOps Engineer,"AWS, Kubernetes, Docker, Linux",moderate,kinesthetic,data scientist,onsite,average,no,3,google
female,tamil,bachelor's degree,information technology,3.28,1,1,2.94,Cloud Engineer,"Azure, AWS, Kubernetes, GCP",excellent,auditory,devops engineer,remote,excellent,yes,6,google
male,english,bachelor's degree,software engineering,3.81,3,2,3.7,Cloud Architect,"AWS/Azure Design, IaC, Networking, Scalability",moderate,auditory,qa engineer,hybrid,excellent,no,5,azure
female,sinhala,bachelor's degree,software engineering,3.19,2,1,3.67,Cybersecurity Analyst,"Risk Analysis, Linux, SIEM, Networking",low,auditory,software engineer,remote,poor,no,11,none
female,"english, sinhala, tamil",bachelor's degree,computer science,3.6,4,1,3.3,Ethical Hacker,"Kali Linux, Metasploit, Burp Suite, Wireshark",excellent,kinesthetic,systems analyst,onsite,excellent,yes,2,aws
male,"english, sinhala",bachelor's degree,software engineering,3.36,1,2,3.09,Security Engineer,"Cloud Security, IAM, Linux, Firewalls",low,kinesthetic,qa engineer,onsite,poor,yes,5,azure
male,tamil,bachelor's degree,cyber security,2.36,2,1,2.26,Information Security Analyst,"SIEM, Compliance, SOC Tools, Incident Response",excellent,visual,software engineer,onsite,average,yes,3,aws
female,"sinhala, tamil",bachelor's degree,data science,4.0,3,2,2.81,Network Engineer,"Switching, Firewalls, Cisco, Routing",moderate,kinesthetic,devops engineer,remote,average,yes,11,google
female,"tamil, english",bachelor's degree,software engineering,3.5,2,1,3.46,System Administrator,"Linux, Windows Server, Networking, Bash",excellent,visual,software engineer,onsite,excellent,yes,1,cisco
female,"tamil, english",bachelor's degree,computer science,2.94,2,1,2.48,IT Support Engineer,"Hardware, Networking, Ticketing Tools, Windows",moderate,kinesthetic,security engineer,hybrid,excellent,no,2,cisco
male,sinhala,bachelor's degree,data science,3.02,3,2,2.36,Hardware Engineer,"PCB Design, Microcontrollers, Arduino, Circuit Design",moderate,visual,software engineer,remote,excellent,yes,2,none
male,"sinhala, tamil",bachelor's degree,data science,3.11,4,2,2.92,QA Engineer,"API Testing, SQL, Jira, Selenium",low,auditory,qa engineer,remote,poor,no,8,aws
male,"tamil, english",bachelor's degree,data science,2.9,4,2,2.29,Software Tester,"Agile, Manual Testing, Selenium, Bug Tracking",moderate,auditory,software engineer,onsite,poor,no,7,azure
male,"english, sinhala",bachelor's degree,software engineering,2.35,1,2,2.37,Automation Test Engineer,"Cypress, Selenium, Python, TestNG",moderate,visual,security engineer,hybrid,poor,yes,1,azure
female,"sinhala, tamil",bachelor's degree,cyber security,3.2,2,2,2.35,UI Designer,"Color Theory, UI Principles, Prototyping, Adobe XD",excellent,auditory,qa engineer,remote,excellent,yes,7,azure
female,"english, sinhala, tamil",bachelor's degree,cyber security,2.69,1,1,3.06,UX Designer,"UX Testing, Figma, Wireframing, Prototyping",excellent,visual,software engineer,remote,poor,no,6,cisco
male,english,bachelor's degree,computer science,3.04,3,1,2.64,Product Designer,"UI Design, Prototyping, Design Systems, User Flow",moderate,kinesthetic,qa engineer,remote,poor,yes,6,azure
male,"sinhala, tamil",bachelor's degree,data science,3.05,2,2,2.33,Blockchain Developer,"Ethereum, Cryptography, Smart Contracts, Web3.js",low,auditory,data scientist,remote,average,yes,11,aws
male,tamil,bachelor's degree,software engineering,3.06,1,2,3.01,IoT Engineer,"Cloud Integration, MQTT, C/C++, Arduino",low,auditory,qa engineer,hybrid,average,no,5,azure
female,english,bachelor's degree,data science,2.61,3,2,2.73,Embedded Systems Engineer,"RTOS, Microcontrollers, C/C++, IoT",low,visual,software engineer,hybrid,excellent,no,11,azure
male,tamil,bachelor's degree,computer science,3.35,4,1,2.34,AR/VR Developer,"XR SDKs, Blender, Unity, Unreal Engine",moderate,visual,security engineer,onsite,excellent,yes,11,aws
female,english,bachelor's degree,information technology,2.39,3,2,3.48,SEO Specialist,"Content Strategy, SEO Tools, Keyword Research, Google Analytics",excellent,kinesthetic,systems analyst,onsite,average,no,7,cisco
