Gender,District_Location,Education_Stream,Soft_Skills,Key_Skils,Current_semester,GPA,Experties_Preferred_GPA,Experties_preferred_tech_skills,Experties_preferred_Skills,Experties_Preferred_Career_Field,English_score,Ocean_Openness,Ocean_Conscientiousness,Ocean_Extraversion,Ocean_Agreeableness,Ocean_Neuroticism,Riasec_Realistic,Riasec_Investigative,Riasec_Artistic,Riasec_Social,Riasec_Enterprising,Riasec_Conventional,Learning_Style,Course_Recommendation,University_Recommendation,Skill_Gap_Score,Feedback_Score,Data_Consent,Timestamp
Male,Nuwara Eliya,Arts Stream,"Problem Solving, Solution-Oriented, Persistence","Python, R, Scikit-learn, XGBoost, SQL, Feature Engineering",2Y2S,4.4,3.3,"Python, R, Scikit-learn, XGBoost, SQL;","Problem Solving, Solution-Oriented, Persistence;",Data Science & Analytics,76,1,3,2,4,5,4,9,1,1,6,9,Visual,,,,,,
Female,Hambantota,Bio Stream,"Time Management, Punctuality, Planning","TensorFlow, PyTorch, OpenCV, NLP, Docker, FastAPI",1Y2S,1.9,3.3,"TensorFlow, PyTorch, OpenCV, NLP, Docker;","Time Management, Punctuality, Planning;",AI / Machine Learning Engineer,63,5,2,5,2,1,8,1,9,3,4,1,Read/Write,,,,,,
Male,Matale,Maths Stream,"Leadership, Responsibility, Integrity","Flutter, Dart, Firebase, GetX, REST APIs, App Publishing",1Y1S,2.6,3,"Flutter, Dart, Firebase, GetX, REST APIs;","Leadership, Responsibility, Integrity;",Mobile App Developer,97,5,1,3,1,3,1,6,4,5,1,4,Kinesthetic,,,,,,
Other,Colombo,Bio Stream,"Teamwork, Collaboration, Synergy","React.js, Node.js, MongoDB, Express.js, TypeScript, Docker",2Y1S,1,3.2,"React.js, Node.js, MongoDB, Express.js, TypeScript;","Teamwork, Collaboration, Synergy;",DevOps / Cloud Engineer,55,4,4,2,3,4,7,3,2,8,9,8,Visual,,,,,,
Female,Gampaha,Commerce Stream,"Communication, Transparency, Honesty","Python, Django, PostgreSQL, Git, Docker, Celery, Redis",1Y2S,1.3,3.3,"Python, Django, PostgreSQL, Git, Docker;","Communication, Transparency, Honesty;",Data Science & Analytics,89,3,5,4,5,5,3,8,8,6,3,2,Visual,,,,,,
Male,Kandy,Maths Stream,"Presentation Skills, Engagement, Enthusiasm","HTML5, CSS3, React.js, Bootstrap, JavaScript, Git",2Y2S,2.1,3,"HTML5, CSS3, React.js, Bootstrap, JavaScript;","Presentation Skills, Engagement, Enthusiasm;",Frontend / Web Developer,46,3,3,1,4,1,9,5,3,2,7,6,Kinesthetic,,,,,,
Female,Galle,Bio Stream,"Adaptability, Flexibility, Agility","Node.js, NestJS, TypeScript, PostgreSQL, GraphQL, Docker",1Y1S,3.4,3.3,"Node.js, NestJS, TypeScript, PostgreSQL, GraphQL;","Adaptability, Flexibility, Agility;",Data Science & Analytics,71,2,1,5,2,2,5,2,5,9,5,5,Aural,,,,,,
Male,Matara,Maths Stream,"Critical Thinking, Analysis, Synthesis","SQL, Python, Power BI, DAX, Excel, Statistics, Data Modeling",2Y1S,4,3.3,"SQL, Python, Power BI, DAX, Excel;","Critical Thinking, Analysis, Synthesis;",Data Science & Analytics,94,1,2,3,3,3,2,10,10,10,10,10,Visual,,,,,,
Female,Kurunegala,Bio Stream,"Emotional Intelligence, Self-Control, Awareness","Figma, Wireframing, Prototyping, User Flows, A/B Testing",1Y2S,2.7,3,"Figma, Wireframing, Prototyping, User Flows, A/B Testing;","Emotional Intelligence, Self-Control, Awareness;",UI/UX Designer,58,5,4,1,1,4,6,4,6,4,2,3,Kinesthetic,,,,,,
Male,Ratnapura,Technology Stream,"Problem Solving, Troubleshooting, Ingenuity","Kali Linux, Wireshark, Python, Ethical Hacking, Firewall",2Y2S,3.9,3.2,"Kali Linux, Wireshark, Python, Ethical Hacking, Firewall;","Problem Solving, Troubleshooting, Ingenuity;",Cybersecurity / Network Engineer,81,4,5,5,5,5,10,7,9,1,4,9,Mixed (Visual + Kinesthetic),,,,,,
Other,Badulla,Commerce Stream,"Time Management, Efficiency, Discipline","Docker, Kubernetes, Terraform, AWS, Ansible, Jenkins",1Y1S,4.5,3.2,"Docker, Kubernetes, Terraform, AWS, Ansible;","Time Management, Efficiency, Discipline;",DevOps / Cloud Engineer,69,3,3,2,4,3,8,3,2,3,7,1,Visual,,,,,,
Female,Monaragala,Bio Stream,"Leadership, Inspiration, Empowerment","AWS VPC, IAM, ECS, Lambda, CloudWatch, Security Groups",1Y2S,1.8,3.2,"AWS VPC, IAM, ECS, Lambda, CloudWatch;","Leadership, Inspiration, Empowerment;",DevOps / Cloud Engineer,38,2,2,4,3,1,4,8,4,8,5,6,Read/Write,,,,,,
Male,Kegalle,Maths Stream,"Teamwork, Support, Encouragement","PyTorch, TensorFlow, Docker, MLflow, AWS SageMaker",2Y1S,2.4,3.3,"PyTorch, TensorFlow, Docker, MLflow, AWS SageMaker;","Teamwork, Support, Encouragement;",AI / Machine Learning Engineer,87,1,1,3,2,2,7,2,1,6,9,8,Kinesthetic,,,,,,
Female,Kalutara,Arts Stream,"Communication, Rapport Building, Approachability","Python, Pandas, Scikit-learn, Jupyter, SQL, Model Deployment",1Y1S,3.2,3.3,"Python, Pandas, Scikit-learn, Jupyter, SQL;","Communication, Rapport Building, Approachability;",Data Science & Analytics,53,5,4,1,1,4,1,5,7,5,6,2,Visual,,,,,,
Male,Puttalam,Bio Stream,"Creativity, Out-of-Box Thinking, Vision","Java, Spring Boot, Microservices, Git, Docker, Kafka",2Y2S,4.8,3.2,"Java, Spring Boot, Microservices, Git, Docker;","Creativity, Out-of-Box Thinking, Vision;",DevOps / Cloud Engineer,96,4,5,2,5,5,9,9,3,9,3,4,Aural,,,,,,
Female,Anuradhapura,Maths Stream,"Public Speaking, Confidence, Stage Presence","Flutter, Dart, Firebase Auth, Bloc, Push Notifications",1Y2S,2,3,"Flutter, Dart, Firebase Auth, Bloc, Push Notifications;","Public Speaking, Confidence, Stage Presence;",Mobile App Developer,60,3,2,5,4,2,3,6,8,2,1,7,Visual,,,,,,
Other,Polonnaruwa,Commerce Stream,"Emotional Intelligence, Understanding, Kindness","MERN Stack, Redux, Docker, Git, Firebase, REST APIs",1Y1S,3.5,3.2,"MERN Stack, Redux, Docker, Git, Firebase;","Emotional Intelligence, Understanding, Kindness;",DevOps / Cloud Engineer,74,2,3,4,3,3,5,1,5,7,8,5,Kinesthetic,,,,,,
Male,Jaffna,Bio Stream,"Problem Solving, Strategic Thinking, Foresight","Java, Spring Boot, Hibernate, PostgreSQL, REST, Maven",2Y1S,4.2,3.3,"Java, Spring Boot, Hibernate, PostgreSQL, REST;","Problem Solving, Strategic Thinking, Foresight;",Data Science & Analytics,43,2,1,3,1,1,2,10,10,10,10,10,Visual,,,,,,
Female,Kilinochchi,Maths Stream,"Time Management, Prioritization, Balance","React.js, TypeScript, Tailwind CSS, Git, API Integration",1Y2S,1.1,3,"React.js, TypeScript, Tailwind CSS, Git, API Integration;","Time Management, Prioritization, Balance;",Frontend / Web Developer,91,4,4,2,2,4,6,7,4,1,4,9,Read/Write,,,,,,
Male,Mannar,Bio Stream,"Leadership, Delegation, Trust","SQL, Tableau, Power BI, Python, Statistics, Data Visualization",2Y2S,2.9,3.3,"SQL, Tableau, Power BI, Python, Statistics;","Leadership, Delegation, Trust;",Data Science & Analytics,66,3,5,1,5,5,10,9,1,3,7,1,Kinesthetic,,,,,,
Female,Vavuniya,Arts Stream,"Teamwork, Coordination, Harmony","Figma, Adobe XD, Design Systems, User Testing, Accessibility",1Y1S,3.7,3,"Figma, Adobe XD, Design Systems, User Testing, Accessibility;","Teamwork, Coordination, Harmony;",UI/UX Designer,78,5,3,3,4,4,9,5,7,5,5,6,Visual,,,,,,
Male,Mullaitivu,Technology Stream,"Adaptability, Learning Mindset, Growth","C++, Python, Git, Algorithms, Data Structures, Linux",2Y1S,4.9,2.8,"C++, Python, Git, Algorithms, Data Structures;","Adaptability, Learning Mindset, Growth;",IT / Technology Generalist,50,1,2,5,1,1,5,3,5,7,1,3,Visual,,,,,,
Female,Batticaloa,Bio Stream,"Communication, Expression, Clarity","Kubernetes, Helm, GitLab CI, Prometheus, Bash, Terraform",1Y2S,1.5,3.2,"Kubernetes, Helm, GitLab CI, Prometheus, Bash;","Communication, Expression, Clarity;",DevOps / Cloud Engineer,85,5,1,4,3,3,3,1,2,9,8,2,Kinesthetic,,,,,,
Other,Ampara,Maths Stream,"Critical Thinking, Objectivity, Fairness","AWS, Serverless, Lambda, DynamoDB, API Gateway, CDK",2Y1S,2.2,3.2,"AWS, Serverless, Lambda, DynamoDB, API Gateway;","Critical Thinking, Objectivity, Fairness;",DevOps / Cloud Engineer,72,4,4,2,2,2,7,6,8,4,2,7,Mixed (Aural + Visual),,,,,,
Male,Trincomalee,Bio Stream,"Presentation Skills, Impact, Memorability","TensorFlow, Keras, PyTorch, Docker, FastAPI, NumPy",1Y1S,3,3.3,"TensorFlow, Keras, PyTorch, Docker, FastAPI;","Presentation Skills, Impact, Memorability;",AI / Machine Learning Engineer,49,3,5,3,5,5,1,4,3,6,9,4,Visual,,,,,,
Female,Hambantota,Commerce Stream,"Creativity, Innovation, Experimentation","Python Scripting, Metasploit, Nmap, Burp Suite, SIEM",2Y2S,4.4,2.8,"Python Scripting, Metasploit, Nmap, Burp Suite, SIEM;","Creativity, Innovation, Experimentation;",IT / Technology Generalist,98,2,3,4,4,2,8,8,9,8,3,8,Kinesthetic,,,,,,
Male,Nuwara Eliya,Maths Stream,"Emotional Intelligence, Empathy, Sensitivity","Python, Scikit-learn, Pandas, XGBoost, Feature Engineering",1Y2S,1.9,3.3,"Python, Scikit-learn, Pandas, XGBoost, Feature Engineering;","Emotional Intelligence, Empathy, Sensitivity;",Data Science & Analytics,62,1,2,1,3,4,4,2,6,2,6,5,Read/Write,,,,,,
Female,Matale,Bio Stream,"Problem Solving, Resilience, Determination","React.js, Node.js, Express.js, MongoDB, Git, Docker",2Y1S,2.6,3.2,"React.js, Node.js, Express.js, MongoDB, Git;","Problem Solving, Resilience, Determination;",DevOps / Cloud Engineer,80,4,1,5,2,3,2,10,10,10,10,10,Visual,,,,,,
Male,Colombo,Arts Stream,"Time Management, Focus, Consistency","Java, Python, Spring Boot, MySQL, Git, REST APIs",1Y1S,1,3.3,"Java, Python, Spring Boot, MySQL, Git;","Time Management, Focus, Consistency;",Data Science & Analytics,56,4,4,2,1,1,6,9,1,3,7,1,Kinesthetic,,,,,,
Female,Gampaha,Bio Stream,"Leadership, Motivation, Influence","Node.js, Express.js, MongoDB, JWT, TypeScript, Docker",2Y2S,1.3,3.2,"Node.js, Express.js, MongoDB, JWT, TypeScript;","Leadership, Motivation, Influence;",DevOps / Cloud Engineer,90,5,5,4,5,4,10,6,5,5,5,6,Aural,,,,,,
Male,Kandy,Maths Stream,"Teamwork, Inclusiveness, Respect","HTML5, CSS3, JavaScript, React.js, Git, Responsive",1Y2S,2.1,3,"HTML5, CSS3, JavaScript, React.js, Git;","Teamwork, Inclusiveness, Respect;",Frontend / Web Developer,45,3,3,3,4,5,3,4,9,8,1,3,Visual,,,,,,
Other,Matara,Commerce Stream,"Communication, Listening, Understanding","Flutter, Dart, Firebase, Riverpod, REST APIs, Git",1Y1S,3.4,3,"Flutter, Dart, Firebase, Riverpod, REST APIs;","Communication, Listening, Understanding;",Mobile App Developer,70,2,1,5,3,2,7,2,6,2,3,8,Kinesthetic,,,,,,
Female,Galle,Bio Stream,"Public Speaking, Articulation, Conviction","SQL, Python, Pandas, Power BI, Excel, Statistics",2Y1S,4,3.3,"SQL, Python, Pandas, Power BI, Excel;","Public Speaking, Articulation, Conviction;",Data Science & Analytics,93,1,2,1,2,1,5,8,3,6,9,7,Visual,,,,,,
Male,Kalutara,Maths Stream,"Adaptability, Change Readiness, Optimism","Figma, Prototyping, User Research, Wireframing, WCAG",1Y2S,2.7,3,"Figma, Prototyping, User Research, Wireframing, WCAG;","Adaptability, Change Readiness, Optimism;",UI/UX Designer,54,5,4,4,1,3,1,1,8,9,4,4,Read/Write,,,,,,
Female,Kegalle,Bio Stream,"Critical Thinking, Insight, Perception","Docker, Kubernetes, Jenkins, Terraform, Linux, CI/CD",2Y2S,3.9,3.2,"Docker, Kubernetes, Jenkins, Terraform, Linux;","Critical Thinking, Insight, Perception;",DevOps / Cloud Engineer,82,4,5,2,5,5,9,7,2,4,8,2,Kinesthetic,,,,,,
Male,Ratnapura,Technology Stream,"Emotional Intelligence, Self-Motivation, Regulation","AWS EC2, S3, VPC, IAM, CloudFormation, Route53",1Y1S,4.5,3.2,"AWS EC2, S3, VPC, IAM, CloudFormation;","Emotional Intelligence, Self-Motivation, Regulation;",DevOps / Cloud Engineer,61,3,3,1,2,3,4,5,7,7,2,9,Visual,,,,,,
Female,Badulla,Arts Stream,"Problem Solving, Analytical Mind, Precision","PyTorch, TensorFlow, Scikit-learn, Docker, MLflow",2Y1S,1.8,3.3,"PyTorch, TensorFlow, Scikit-learn, Docker, MLflow;","Problem Solving, Analytical Mind, Precision;",AI / Machine Learning Engineer,77,2,2,5,4,1,8,3,4,1,6,5,Visual,,,,,,
Other,Puttalam,Bio Stream,"Time Management, Organization, Orderliness","Python, Java, Git, MySQL, Docker, Spring Boot",1Y2S,2.4,3.3,"Python, Java, Git, MySQL, Docker;","Time Management, Organization, Orderliness;",Data Science & Analytics,47,1,1,3,1,2,2,10,10,10,10,10,Kinesthetic,,,,,,
Male,Kurunegala,Maths Stream,"Leadership, Guidance, Mentorship","Python, Pandas, TensorFlow, SQL, Jupyter, Statistics",2Y2S,3.2,3.3,"Python, Pandas, TensorFlow, SQL, Jupyter;","Leadership, Guidance, Mentorship;",AI / Machine Learning Engineer,86,5,4,2,3,4,6,6,5,5,5,6,Aural,,,,,,
Female,Anuradhapura,Commerce Stream,"Teamwork, Collaboration, Unity","React.js, Node.js, MongoDB, Express.js, Redux, Git",1Y1S,4.8,3,"React.js, Node.js, MongoDB, Express.js, Redux;","Teamwork, Collaboration, Unity;",Frontend / Web Developer,59,5,5,4,5,5,10,3,8,8,1,3,Mixed (Visual + Kinesthetic),,,,,,
Male,Polonnaruwa,Bio Stream,"Communication, Diplomacy, Tact","React.js, Next.js, TypeScript, Tailwind, Vercel",1Y2S,2,3,"React.js, Next.js, TypeScript, Tailwind, Vercel;","Communication, Diplomacy, Tact;",Frontend / Web Developer,75,4,2,3,2,2,4,8,3,2,3,8,Visual,,,,,,
Female,Jaffna,Maths Stream,"Creativity, Vision, Imagination","Java, Spring Boot, PostgreSQL, Docker, REST APIs",2Y1S,3.5,3.3,"Java, Spring Boot, PostgreSQL, Docker, REST APIs;","Creativity, Vision, Imagination;",Data Science & Analytics,42,3,3,5,4,3,8,4,7,6,7,4,Read/Write,,,,,,
Male,Mannar,Bio Stream,"Presentation Skills, Storytelling, Engagement","Wireshark, Kali Linux, Python, Ethical Hacking, Nmap",1Y1S,4.2,3.2,"Wireshark, Kali Linux, Python, Ethical Hacking, Nmap;","Presentation Skills, Storytelling, Engagement;",Cybersecurity / Network Engineer,100,1,1,1,3,1,3,2,1,1,2,2,Kinesthetic,,,,,,
Other,Kilinochchi,Commerce Stream,"Emotional Intelligence, Awareness, Maturity","Adobe XD, Figma, Framer, Design Thinking, Prototyping",2Y2S,1.1,3,"Adobe XD, Figma, Framer, Design Thinking, Prototyping;","Emotional Intelligence, Awareness, Maturity;",UI/UX Designer,68,2,4,4,1,4,7,9,4,9,6,9,Visual,,,,,,
Female,Vavuniya,Bio Stream,"Problem Solving, Logic, Reasoning","Java, Spring Boot, Git, MySQL, Docker, JUnit",1Y2S,2.9,3.3,"Java, Spring Boot, Git, MySQL, Docker;","Problem Solving, Logic, Reasoning;",Data Science & Analytics,83,5,5,2,5,3,1,1,6,3,9,1,Aural,,,,,,
Male,Mullaitivu,Maths Stream,"Time Management, Planning, Execution","Flutter, Dart, Firebase, Bloc, App Deployment",1Y1S,3.7,3,"Flutter, Dart, Firebase, Bloc, App Deployment;","Time Management, Planning, Execution;",Mobile App Developer,57,4,3,5,2,5,9,7,2,7,4,7,Visual,,,,,,
Female,Ampara,Technology Stream,"Leadership, Accountability, Courage","SQL, Power BI, Python, Tableau, Statistics, ETL",2Y1S,4.9,3.3,"SQL, Power BI, Python, Tableau, Statistics;","Leadership, Accountability, Courage;",Data Science & Analytics,92,3,2,3,3,1,5,5,9,4,8,5,Kinesthetic,,,,,,
Male,Batticaloa,Bio Stream,"Teamwork, Cooperation, Loyalty","AWS, Docker, Kubernetes, Terraform, Jenkins, Bash",1Y2S,1.5,3.2,"AWS, Docker, Kubernetes, Terraform, Jenkins;","Teamwork, Cooperation, Loyalty;",DevOps / Cloud Engineer,64,2,1,1,4,4,2,10,10,10,10,10,Visual,,,,,,
Female,Trincomalee,Maths Stream,"Adaptability, Flexibility, Versatility","AWS Lambda, DynamoDB, S3, API Gateway, CloudWatch",2Y2S,2.2,3.2,"AWS Lambda, DynamoDB, S3, API Gateway, CloudWatch;","Adaptability, Flexibility, Versatility;",DevOps / Cloud Engineer,79,1,4,4,1,2,6,8,8,8,1,3,Read/Write,,,,,,
Male,Hambantota,Commerce Stream,"Communication, Confidence, Warmth","TensorFlow, PyTorch, Docker, FastAPI, AWS SageMaker",1Y1S,3,3.3,"TensorFlow, PyTorch, Docker, FastAPI, AWS SageMaker;","Communication, Confidence, Warmth;",AI / Machine Learning Engineer,48,5,5,3,5,5,10,2,3,2,3,8,Kinesthetic,,,,,,
Other,Nuwara Eliya,Arts Stream,"Critical Thinking, Depth, Thoroughness","MERN Stack, Docker, Git, Redux, MongoDB, Express",2Y1S,4.4,3.2,"MERN Stack, Docker, Git, Redux, MongoDB;","Critical Thinking, Depth, Thoroughness;",DevOps / Cloud Engineer,73,4,2,2,3,3,4,5,6,6,6,4,Visual,,,,,,
Male,Monaragala,Bio Stream,"Public Speaking, Persuasion, Impact","Python, Flask, PostgreSQL, Git, Docker, Redis",1Y2S,1.9,3.3,"Python, Flask, PostgreSQL, Git, Docker;","Public Speaking, Persuasion, Impact;",Data Science & Analytics,95,4,3,5,2,2,9,9,1,4,8,1,Visual,,,,,,
Female,Matale,Maths Stream,"Creativity, Innovation, Boldness","Node.js, TypeScript, NestJS, PostgreSQL, GraphQL",2Y1S,2.6,3.3,"Node.js, TypeScript, NestJS, PostgreSQL, Docker;","Creativity, Innovation, Boldness;",Data Science & Analytics,88,3,1,1,4,4,2,3,4,7,4,9,Kinesthetic,,,,,,
Male,Colombo,Bio Stream,"Emotional Intelligence, Empathy, Care","React.js, Tailwind CSS, JavaScript, Git, Responsive",1Y1S,1,3,"React.js, Tailwind CSS, JavaScript, Git, Responsive;","Emotional Intelligence, Empathy, Care;",Frontend / Web Developer,41,2,4,4,1,1,7,6,9,1,7,2,Mixed (Kinesthetic + Read/Write),,,,,,
Female,Gampaha,Commerce Stream,"Problem Solving, Resourcefulness, Grit","Python, Scikit-learn, Pandas, Model Evaluation, SQL",2Y2S,1.3,3.3,"Python, Scikit-learn, Pandas, Model Evaluation, SQL;","Problem Solving, Resourcefulness, Grit;",Data Science & Analytics,67,1,5,2,5,5,5,1,7,5,2,7,Aural,,,,,,
Other,Galle,Bio Stream,"Time Management, Discipline, Reliability","Figma, User Flows, Prototyping, Accessibility, A/B Testing",1Y2S,2.1,3,"Figma, User Flows, Prototyping, Accessibility, A/B Testing;","Time Management, Discipline, Reliability;",UI/UX Designer,99,5,3,3,3,1,1,4,5,9,5,6,Visual,,,,,,
Male,Matara,Maths Stream,"Leadership, Inspiration, Direction","Python, Burp Suite, Kali Linux, OWASP, Penetration Testing",2Y1S,3.4,3.2,"Python, Burp Suite, Kali Linux, OWASP, Penetration Testing;","Leadership, Inspiration, Direction;",Cybersecurity / Network Engineer,52,3,2,5,1,3,8,7,2,3,9,5,Kinesthetic,,,,,,
Female,Kandy,Arts Stream,"Teamwork, Partnership, Trust","Kubernetes, Docker, Helm, Prometheus, GitOps",1Y1S,4,3.2,"Kubernetes, Docker, Helm, Prometheus, GitOps;","Teamwork, Partnership, Trust;",DevOps / Cloud Engineer,84,4,1,1,4,4,3,10,10,10,10,10,Visual,,,,,,
Male,Kurunegala,Bio Stream,"Communication, Clarity, Sincerity","AWS, Terraform, ECS, Lambda, VPC, Security Groups",2Y2S,2.7,3.2,"AWS, Terraform, ECS, Lambda, VPC;","Communication, Clarity, Sincerity;",DevOps / Cloud Engineer,76,2,4,3,2,2,6,2,3,2,3,8,Read/Write,,,,,,
Female,Ratnapura,Maths Stream,"Presentation Skills, Confidence, Poise","Flutter, Dart, Firebase Auth, GetX, Push Notifications",1Y2S,3.9,3,"Flutter, Dart, Firebase Auth, GetX, Push Notifications;","Presentation Skills, Confidence, Poise;",Mobile App Developer,63,1,5,4,5,5,10,8,7,6,6,4,Kinesthetic,,,,,,
Male,Kegalle,Bio Stream,"Adaptability, Resilience, Positivity","PyTorch, OpenCV, TensorFlow, Docker, FastAPI",1Y1S,4.5,3.3,"PyTorch, OpenCV, TensorFlow, Docker, FastAPI;","Adaptability, Resilience, Positivity;",AI / Machine Learning Engineer,97,5,3,2,3,4,3,6,1,4,8,1,Visual,,,,,,
Female,Badulla,Technology Stream,"Critical Thinking, Evaluation, Wisdom","Java, Spring Boot, Microservices, Docker, Git",2Y1S,1.8,3.2,"Java, Spring Boot, Microservices, Docker, Git;","Critical Thinking, Evaluation, Wisdom;",DevOps / Cloud Engineer,55,5,1,5,2,2,5,4,6,1,4,9,Aural,,,,,,
Other,Puttalam,Commerce Stream,"Emotional Intelligence, Balance, Harmony","React.js, Node.js, Express.js, MongoDB, TypeScript",1Y2S,2.4,3,"React.js, Node.js, Express.js, MongoDB, TypeScript;","Emotional Intelligence, Balance, Harmony;",Frontend / Web Developer,89,4,2,1,1,3,9,9,2,8,1,6,Visual,,,,,,
Male,Kalutara,Bio Stream,"Problem Solving, Strategy, Insight","SQL, Pandas, Power BI, Excel, Statistics, Data Cleaning",2Y2S,3.2,3.3,"SQL, Pandas, Power BI, Excel, Statistics;","Problem Solving, Strategy, Insight;",Data Science & Analytics,46,3,4,4,4,1,1,1,8,5,9,3,Kinesthetic,,,,,,
Female,Anuradhapura,Maths Stream,"Time Management, Efficiency, Focus","HTML5, CSS3, React.js, Bootstrap, Git, JavaScript",1Y1S,4.8,3,"HTML5, CSS3, React.js, Bootstrap, Git;","Time Management, Efficiency, Focus;",Frontend / Web Developer,71,2,5,3,5,4,8,5,4,9,7,2,Visual,,,,,,
Male,Polonnaruwa,Arts Stream,"Leadership, Vision, Boldness","Java, Spring Boot, Kafka, PostgreSQL, JUnit",2Y1S,2,3.3,"Java, Spring Boot, Kafka, PostgreSQL, JUnit;","Leadership, Vision, Boldness;",Data Science & Analytics,94,1,3,2,3,3,4,3,9,7,2,7,Read/Write,,,,,,
Female,Jaffna,Bio Stream,"Teamwork, Synergy, Support","Figma, Adobe XD, Wireframing, User Research, Design Systems",1Y2S,3.5,3,"Figma, Adobe XD, Wireframing, User Research, Design Systems;","Teamwork, Synergy, Support;",UI/UX Designer,58,4,2,5,2,5,7,7,5,3,5,5,Kinesthetic,,,,,,
Male,Mannar,Maths Stream,"Communication, Listening, Empathy","Python, Django, Git, PostgreSQL, Docker, REST APIs",2Y2S,4.2,3.3,"Python, Django, Git, PostgreSQL, Docker;","Communication, Listening, Empathy;",Data Science & Analytics,81,3,1,1,4,1,2,10,10,10,10,10,Visual,,,,,,
Other,Kilinochchi,Commerce Stream,"Creativity, Originality, Artistry","Docker, Kubernetes, Terraform, AWS, Ansible",1Y1S,1.1,3.2,"Docker, Kubernetes, Terraform, AWS, Ansible;","Creativity, Originality, Artistry;",DevOps / Cloud Engineer,69,5,4,4,1,2,6,8,7,6,6,4,Mixed (Visual + Aural),,,,,,
Female,Vavuniya,Bio Stream,"Public Speaking, Charisma, Presence","AWS EC2, Lambda, S3, CloudFront, Route53, IAM",1Y2S,2.9,3.2,"AWS EC2, Lambda, S3, CloudFront, Route53;","Public Speaking, Charisma, Presence;",DevOps / Cloud Engineer,38,2,5,3,5,4,10,7,1,4,8,1,Visual,,,,,,
Male,Mullaitivu,Maths Stream,"Emotional Intelligence, Understanding, Depth","Python, R, Scikit-learn, TensorFlow, Statistics",2Y1S,3.7,3.3,"Python, R, Scikit-learn, TensorFlow, Statistics;","Emotional Intelligence, Understanding, Depth;",AI / Machine Learning Engineer,87,1,3,2,3,3,5,3,5,1,4,9,Kinesthetic,,,,,,
Female,Trincomalee,Bio Stream,"Problem Solving, Persistence, Tenacity","TensorFlow, PyTorch, MLflow, Docker, AWS",1Y1S,4.9,3.3,"TensorFlow, PyTorch, MLflow, Docker, AWS;","Problem Solving, Persistence, Tenacity;",AI / Machine Learning Engineer,53,5,2,5,1,1,8,5,4,8,1,3,Read/Write,,,,,,
